date,SampleID,TempInSitu,mV,Salinity_lab,,,
20201202,Tnk8,18.17,-57.8,37.5,,,
20201202,Tnk9,17.53,-57.1,37.5,,,
20201202,Tnk10,17.43,-49.9,37.5,,,
20201202,Tnk11,17.44,-54.3,37.5,,,
20201202,Tnk12,18.07,-59.4,37.5,,,
20201202,Tnk13,18.09,-60.7,37.5,,,
20201202,Tnk14,17.59,-56.8,37.5,,,
20201202,Tnk15,17.99,-54.3,37.5,,,
20201202,Tnk16,18.15,-51.5,37.6,,,
20201202,Tnk17,18.15,-56.8,37.6,,,
20201202,Tnk18,17.61,-50.2,37.6,,,
20201202,Tnk19,18.21,-49.9,37.5,,,
20201202,Tnk20,17.47,-47.8,37.6,,,
20201204,Tnk3,17.65,-56.4,38,,,
20201204,Tnk5,17.51,-54.7,38.1,,,
20201204,Tnk7,17.7,-62.1,38.1,,,
20201204,Tnk8,17.57,-61.9,38.1,,,
20201204,Tnk9,17.6,-59.7,38.1,,,
20201204,Tnk10,17.64,-54.1,38.1,,,
20201204,Tnk11,17.54,-55.2,38.1,,,
20201204,Tnk14,17.4,-64.2,38.1,,,
20201204,Tnk15,17.6,-55.7,38.1,,,
20201204,Tnk16,17.64,-59.1,38.1,,,
20201204,Tnk17,17.67,-55.1,38.1,,,
20201204,Tnk18,17.54,-59,38.1,,,
20201204,Tnk19,17.45,-54.3,38.1,,,
20201204,Tnk20,17.54,-55.6,38.1,,,
20201207,Tnk3,16.06,-36.2,38.5,,,
20201207,Tnk4,16.15,-55.8,38.4,,,
20201207,Tnk5,16.04,-33,38.5,,,
20201207,Tnk7,16.11,-44.6,38.5,,,
20201207,Tnk8,16.15,-45.9,38.5,,,
20201207,Tnk9,16.27,-40.5,38.5,,,
20201207,Tnk10,16.26,-35.4,38.5,,,
20201207,Tnk11,16.21,-39.5,38.5,,,
20201207,Tnk14,16.18,-48,38.5,,,
20201207,Tnk15,16.24,-38.1,38.5,,,
20201207,Tnk16,16.07,-42,38.5,,,
20201207,Tnk17,16.06,-26.6,38.5,,,
20201207,Tnk18,16.07,-28.6,38.5,,,
20201207,Tnk19,16.37,-25.3,38.5,,,
20201207,Tnk20,16.11,-37.9,35.5,,,
20201208,Tnk3,16.19,-37,39.2,,,
20201208,Tnk5,16.08,-39,39.2,,,
20201208,Tnk7,16.08,-47.5,39.2,,,
20201208,Tnk8,16.36,-46,39.2,,,
20201208,Tnk9,16.16,-44.2,39.2,,,
20201208,Tnk10,16.24,-39.1,39.2,,,
20201208,Tnk11,16.21,-44.6,39.2,,,
20201208,Tnk14,16.12,-48.8,39.2,,,
20201208,Tnk15,16.34,-45.1,39.1,,,
20201208,Tnk16,17.16,-32.2,39.1,,,
20201208,Tnk17,16.48,-35.5,39.3,,,
20201208,Tnk18,16.18,-40.2,39.2,,,
20201208,Tnk19,16.04,-43.5,39.2,,,
20201208,Tnk20,16.22,-41.1,39.2,,,
20201209,Tnk3,17.5,-43,38.6,,,
20201209,Tnk5,17.5,-41.6,38.6,,,
20201209,Tnk7,17.5,-50.1,38.6,,,
20201209,Tnk8,17.5,-48.9,38.6,,,
20201209,Tnk9,17.4,-46.6,38.6,,,
20201209,Tnk10,17.4,-39.5,38.6,,,
20201209,Tnk11,17.4,-47.1,38.6,,,
20201209,Tnk14,17.5,-47.7,38.6,,,
20201209,Tnk15,17.5,-45,38.6,,,
20201209,Tnk16,17.4,-47.6,38.6,,,
20201209,Tnk17,17.3,-43.7,38.6,,,
20201209,Tnk18,17.5,-40.9,38.7,,,
20201209,Tnk19,17.4,-44.2,38.6,,,
20201209,Tnk20,17.5,-40.7,38.6,,,
20201210,Tnk3,16.49,-52.2,38.8,,,
20201210,Tnk5,16.64,-48.8,38.9,,,
20201210,Tnk7,16.67,-53.5,38.9,,,
20201210,Tnk8,16.38,-55.4,38.9,,,
20201210,Tnk9,16.81,-52.9,38.9,,,
20201210,Tnk10,16.74,-44.6,38.9,,,
20201210,Tnk11,16.54,-52.6,38.9,,,
20201210,Tnk14,16.81,-52.6,38.9,,,
20201210,Tnk15,16.92,-54.5,38.9,,,
20201210,Tnk16,16.75,-53.9,38.9,,,
20201210,Tnk17,16.42,-51.3,38.9,,,
20201210,Tnk18,16.56,-50.3,38.9,,,
20201210,Tnk19,16.54,-50.5,38.9,,,
20201210,Tnk20,16.31,-48.7,38.9,,,
20201211,Tnk3,17.56,-49,39.2,,,
20201211,Tnk5,17.63,-32.1,39.4,,,
20201211,Tnk7,17.65,-44.2,39.4,,,
20201211,Tnk8,17.45,-47.2,39.4,,,
20201211,Tnk9,17.48,-47.5,39.4,,,
20201211,Tnk10,17.59,-32.4,39.4,,,
20201211,Tnk11,17.61,-46,39.4,,,
20201211,Tnk14,17.6,-41.6,39.4,,,
20201211,Tnk15,17.66,-50.7,39.4,,,
20201211,Tnk16,17.56,-44,39.4,,,
20201211,Tnk17,17.56,-39.7,39.4,,,
20201211,Tnk18,17.38,-44,39.5,,,
20201211,Tnk19,17.47,-40.6,39.4,,,
20201211,Tnk20,17.64,-30.1,39.4,,,
20201212,Tnk3,17.61,-42.2,39.2,,,
20201212,Tnk5,17.47,-33.3,39.2,,,
20201212,Tnk7,17.37,-40.3,39.2,,,
20201212,Tnk8,17.66,-41.6,39.1,,,
20201212,Tnk9,17.59,-38,39.2,,,
20201212,Tnk10,17.46,-29.7,39.2,,,
20201212,Tnk11,17.5,-34.7,39.2,,,
20201212,Tnk14,17.43,-32.5,39.2,,,
20201212,Tnk15,17.66,-46.1,39.2,,,
20201212,Tnk16,17.54,-41.1,39.2,,,
20201212,Tnk17,17.41,-33.6,39.2,,,
20201212,Tnk18,17.56,-41.4,39.2,,,
20201212,Tnk19,17.71,-40.6,39.2,,,
20201212,Tnk20,17.61,-34.3,39.2,,,
20201213,Tnk3,17.37,-38.8,39.2,,,
20201213,Tnk5,17.47,-40.8,39.5,,,
20201213,Tnk7,17.5,-44.6,39.5,,,
20201213,Tnk8,17.4,-46.2,39.4,,,
20201213,Tnk9,17.51,-37.4,39.4,,,
20201213,Tnk10,17.94,-15.7,39.4,,,
20201213,Tnk11,17.52,-35.8,39.4,,,
20201213,Tnk14,17.43,-38.9,39.5,,,
20201213,Tnk15,17.48,-40.1,39.4,,,
20201213,Tnk16,17.29,-45.9,39.5,,,
20201213,Tnk17,17.33,-38.6,39.4,,,
20201213,Tnk18,17.19,-44.6,39.5,,,
20201213,Tnk19,17.07,-45.7,39.5,,,
20201213,Tnk20,17.12,-38.8,59.5,,,
20201214,Tnk1,15.79,-46.5,39.7,,,
20201214,Tnk2,14.67,-47.8,39.8,,,
20201214,Tnk3,15.99,-47.1,39.9,,,
20201214,Tnk4,14.53,-49.1,39.9,,,
20201214,Tnk5,16.04,-46.9,39.9,,,
20201214,Tnk7,15.92,-50.2,39.9,,,
20201214,Tnk8,16.12,-50,39.9,,,
20201214,Tnk9,16.11,-48.9,39.9,,,
20201214,Tnk10,15.97,-48.8,39.9,,,
20201214,Tnk11,16.13,-47.6,39.9,,,
20201214,Tnk14,16.12,-49.4,39.9,,,
20201214,Tnk15,16.13,-49.5,39.9,,,
20201214,Tnk16,16.12,-48.9,39.9,,,
20201214,Tnk17,16,-48.9,39.9,,,
20201214,Tnk18,15.97,-50.6,39.9,,,
20201214,Tnk19,16.03,-48.5,39.9,,,
20201214,Tnk20,16.01,-48.3,39.9,,,
20201215,Tnk1,16.91,-50.3,39.9,,,
20201215,Tnk2,16.71,-53.6,39.9,,,
20201215,Tnk3,16.84,-49.2,39.9,,,
20201215,Tnk4,16.7,-52.7,39.9,,,
20201215,Tnk5,16.63,-48.7,39.9,,,
20201215,Tnk7,16.79,-51,39.9,,,
20201215,Tnk8,16.67,-51.9,39.9,,,
20201215,Tnk9,16.78,-49.3,39.9,,,
20201215,Tnk10,16.96,-45.5,39.9,,,
20201215,Tnk11,16.83,-49.3,39.9,,,
20201215,Tnk14,17.03,-50.2,39.9,,,
20201215,Tnk15,16.74,-50.5,39.9,,,
20201215,Tnk16,16.72,-49.5,39.9,,,
20201215,Tnk17,16.68,-50.6,39.9,,,
20201215,Tnk18,16.5,-51.9,39.9,,,
20201215,Tnk19,16.69,-48.4,39.9,,,
20201215,Tnk20,16.67,-47.5,39.9,,,
